Date_reported,Country_code,Country,WHO_region,adjusted_cum_cases
28/02/2020,DZ,Algeria,AFRO,2.285714286
29/02/2020,DZ,Algeria,AFRO,2.285714286
01/03/2020,DZ,Algeria,AFRO,2.285714286
02/03/2020,DZ,Algeria,AFRO,2.571428571
03/03/2020,DZ,Algeria,AFRO,2.714285714
04/03/2020,DZ,Algeria,AFRO,2.142857143
05/03/2020,DZ,Algeria,AFRO,1.857142857
06/03/2020,DZ,Algeria,AFRO,0.428571429
07/03/2020,DZ,Algeria,AFRO,1.142857143
08/03/2020,DZ,Algeria,AFRO,1.142857143
09/03/2020,DZ,Algeria,AFRO,2.571428571
10/03/2020,DZ,Algeria,AFRO,4
11/03/2020,DZ,Algeria,AFRO,5.714285714
12/03/2020,DZ,Algeria,AFRO,6.714285714
13/03/2020,DZ,Algeria,AFRO,7.428571429
14/03/2020,DZ,Algeria,AFRO,8.142857143
15/03/2020,DZ,Algeria,AFRO,9.857142857
16/03/2020,DZ,Algeria,AFRO,14.57142857
17/03/2020,DZ,Algeria,AFRO,21.71428571
18/03/2020,DZ,Algeria,AFRO,24.42857143
19/03/2020,DZ,Algeria,AFRO,28.57142857
20/03/2020,DZ,Algeria,AFRO,33.28571429
21/03/2020,DZ,Algeria,AFRO,40.71428571
22/03/2020,DZ,Algeria,AFRO,45
23/03/2020,DZ,Algeria,AFRO,45
24/03/2020,DZ,Algeria,AFRO,44.42857143
25/03/2020,DZ,Algeria,AFRO,50.42857143
26/03/2020,DZ,Algeria,AFRO,64.14285714
27/03/2020,DZ,Algeria,AFRO,73.85714286
28/03/2020,DZ,Algeria,AFRO,88.42857143
29/03/2020,DZ,Algeria,AFRO,108.8571429
30/03/2020,DZ,Algeria,AFRO,113.8571429
31/03/2020,DZ,Algeria,AFRO,115.7142857
01/04/2020,DZ,Algeria,AFRO,119.8571429
02/04/2020,DZ,Algeria,AFRO,107.4285714
03/04/2020,DZ,Algeria,AFRO,107.1428571
04/04/2020,DZ,Algeria,AFRO,97.14285714
05/04/2020,DZ,Algeria,AFRO,84.28571429
06/04/2020,DZ,Algeria,AFRO,82
07/04/2020,DZ,Algeria,AFRO,84.71428571
08/04/2020,DZ,Algeria,AFRO,80
09/04/2020,DZ,Algeria,AFRO,86
10/04/2020,DZ,Algeria,AFRO,84
11/04/2020,DZ,Algeria,AFRO,86
12/04/2020,DZ,Algeria,AFRO,93.85714286
13/04/2020,DZ,Algeria,AFRO,101.2857143
14/04/2020,DZ,Algeria,AFRO,102.1428571
15/04/2020,DZ,Algeria,AFRO,105
16/04/2020,DZ,Algeria,AFRO,105.8571429
17/04/2020,DZ,Algeria,AFRO,107.1428571
18/04/2020,DZ,Algeria,AFRO,105.5714286
19/04/2020,DZ,Algeria,AFRO,101.2857143
20/04/2020,DZ,Algeria,AFRO,103.1428571
21/04/2020,DZ,Algeria,AFRO,107.5714286
22/04/2020,DZ,Algeria,AFRO,114.1428571
23/04/2020,DZ,Algeria,AFRO,119.7142857
24/04/2020,DZ,Algeria,AFRO,134
25/04/2020,DZ,Algeria,AFRO,142.7142857
26/04/2020,DZ,Algeria,AFRO,146.7142857
27/04/2020,DZ,Algeria,AFRO,148.4285714
28/04/2020,DZ,Algeria,AFRO,156
29/04/2020,DZ,Algeria,AFRO,161.5714286
30/04/2020,DZ,Algeria,AFRO,169.8571429
01/05/2020,DZ,Algeria,AFRO,164.1428571
02/05/2020,DZ,Algeria,AFRO,168
03/05/2020,DZ,Algeria,AFRO,173.5714286
04/05/2020,DZ,Algeria,AFRO,180.4285714
05/05/2020,DZ,Algeria,AFRO,178.4285714
06/05/2020,DZ,Algeria,AFRO,177.5714286
07/05/2020,DZ,Algeria,AFRO,175.5714286
08/05/2020,DZ,Algeria,AFRO,179.4285714
09/05/2020,DZ,Algeria,AFRO,180
10/05/2020,DZ,Algeria,AFRO,180.1428571
11/05/2020,DZ,Algeria,AFRO,180.4285714
12/05/2020,DZ,Algeria,AFRO,185.1428571
13/05/2020,DZ,Algeria,AFRO,187.1428571
14/05/2020,DZ,Algeria,AFRO,187.1428571
15/05/2020,DZ,Algeria,AFRO,184.1428571
16/05/2020,DZ,Algeria,AFRO,183.7142857
17/05/2020,DZ,Algeria,AFRO,184
18/05/2020,DZ,Algeria,AFRO,184.5714286
19/05/2020,DZ,Algeria,AFRO,183.8571429
20/05/2020,DZ,Algeria,AFRO,186
21/05/2020,DZ,Algeria,AFRO,188.5714286
22/05/2020,DZ,Algeria,AFRO,187.8571429
23/05/2020,DZ,Algeria,AFRO,181.2857143
24/05/2020,DZ,Algeria,AFRO,173.7142857
25/05/2020,DZ,Algeria,AFRO,164.8571429
26/05/2020,DZ,Algeria,AFRO,155.4285714
27/05/2020,DZ,Algeria,AFRO,144.2857143
28/05/2020,DZ,Algeria,AFRO,132.7142857
29/05/2020,DZ,Algeria,AFRO,125.1428571
30/05/2020,DZ,Algeria,AFRO,119.1428571
31/05/2020,DZ,Algeria,AFRO,114.4285714
01/06/2020,DZ,Algeria,AFRO,111.8571429
02/06/2020,DZ,Algeria,AFRO,108.5714286
03/06/2020,DZ,Algeria,AFRO,107.4285714
04/06/2020,DZ,Algeria,AFRO,108
05/06/2020,DZ,Algeria,AFRO,107.2857143
06/06/2020,DZ,Algeria,AFRO,108.2857143
07/06/2020,DZ,Algeria,AFRO,109
08/06/2020,DZ,Algeria,AFRO,108.5714286
09/06/2020,DZ,Algeria,AFRO,109.2857143
10/06/2020,DZ,Algeria,AFRO,110.4285714
11/06/2020,DZ,Algeria,AFRO,109.2857143
12/06/2020,DZ,Algeria,AFRO,112
13/06/2020,DZ,Algeria,AFRO,113.7142857
14/06/2020,DZ,Algeria,AFRO,115.1428571
15/06/2020,DZ,Algeria,AFRO,117.2857143
16/06/2020,DZ,Algeria,AFRO,121.7142857
17/06/2020,DZ,Algeria,AFRO,126
18/06/2020,DZ,Algeria,AFRO,132.7142857
19/06/2020,DZ,Algeria,AFRO,140
20/06/2020,DZ,Algeria,AFRO,151.4285714
21/06/2020,DZ,Algeria,AFRO,168.7142857
22/06/2020,DZ,Algeria,AFRO,191
23/06/2020,DZ,Algeria,AFRO,214.5714286
24/06/2020,DZ,Algeria,AFRO,235.8571429
25/06/2020,DZ,Algeria,AFRO,261.5714286
26/06/2020,DZ,Algeria,AFRO,289.1428571
27/06/2020,DZ,Algeria,AFRO,316
28/06/2020,DZ,Algeria,AFRO,340.7142857
29/06/2020,DZ,Algeria,AFRO,361.7142857
30/06/2020,DZ,Algeria,AFRO,381.1428571
01/07/2020,DZ,Algeria,AFRO,404.7142857
02/07/2020,DZ,Algeria,AFRO,424.5714286
03/07/2020,DZ,Algeria,AFRO,439.4285714
04/07/2020,DZ,Algeria,AFRO,450.1428571
05/07/2020,DZ,Algeria,AFRO,453.1428571
06/07/2020,DZ,Algeria,AFRO,458.8571429
07/07/2020,DZ,Algeria,AFRO,464.8571429
08/07/2020,DZ,Algeria,AFRO,469.2857143
09/07/2020,DZ,Algeria,AFRO,476.7142857
10/07/2020,DZ,Algeria,AFRO,488.8571429
11/07/2020,DZ,Algeria,AFRO,506.7142857
12/07/2020,DZ,Algeria,AFRO,529.4285714
13/07/2020,DZ,Algeria,AFRO,548.1428571
14/07/2020,DZ,Algeria,AFRO,555.5714286
15/07/2020,DZ,Algeria,AFRO,571.7142857
16/07/2020,DZ,Algeria,AFRO,580.2857143
17/07/2020,DZ,Algeria,AFRO,586
18/07/2020,DZ,Algeria,AFRO,589.8571429
19/07/2020,DZ,Algeria,AFRO,601.5714286
20/07/2020,DZ,Algeria,AFRO,602.1428571
21/07/2020,DZ,Algeria,AFRO,610.4285714
22/07/2020,DZ,Algeria,AFRO,611.7142857
23/07/2020,DZ,Algeria,AFRO,619.5714286
24/07/2020,DZ,Algeria,AFRO,622.4285714
25/07/2020,DZ,Algeria,AFRO,621
26/07/2020,DZ,Algeria,AFRO,605
27/07/2020,DZ,Algeria,AFRO,598
28/07/2020,DZ,Algeria,AFRO,586.8571429
29/07/2020,DZ,Algeria,AFRO,571.2857143
30/07/2020,DZ,Algeria,AFRO,555.5714286
31/07/2020,DZ,Algeria,AFRO,546.5714286
01/08/2020,DZ,Algeria,AFRO,542.1428571
02/08/2020,DZ,Algeria,AFRO,537.2857143
03/08/2020,DZ,Algeria,AFRO,534.7142857
04/08/2020,DZ,Algeria,AFRO,535.5714286
05/08/2020,DZ,Algeria,AFRO,534.2857143
06/08/2020,DZ,Algeria,AFRO,528.5714286
07/08/2020,DZ,Algeria,AFRO,520.5714286
08/08/2020,DZ,Algeria,AFRO,508.7142857
09/08/2020,DZ,Algeria,AFRO,501.2857143
10/08/2020,DZ,Algeria,AFRO,491.4285714
11/08/2020,DZ,Algeria,AFRO,481.2857143
12/08/2020,DZ,Algeria,AFRO,473.2857143
13/08/2020,DZ,Algeria,AFRO,462.8571429
14/08/2020,DZ,Algeria,AFRO,449.7142857
15/08/2020,DZ,Algeria,AFRO,438.7142857
16/08/2020,DZ,Algeria,AFRO,429
17/08/2020,DZ,Algeria,AFRO,419.2857143
18/08/2020,DZ,Algeria,AFRO,411
19/08/2020,DZ,Algeria,AFRO,404.7142857
20/08/2020,DZ,Algeria,AFRO,397.7142857
21/08/2020,DZ,Algeria,AFRO,396
22/08/2020,DZ,Algeria,AFRO,394
23/08/2020,DZ,Algeria,AFRO,390.8571429
24/08/2020,DZ,Algeria,AFRO,387.7142857
25/08/2020,DZ,Algeria,AFRO,383.7142857
26/08/2020,DZ,Algeria,AFRO,376.5714286
27/08/2020,DZ,Algeria,AFRO,372.1428571
28/08/2020,DZ,Algeria,AFRO,362.7142857
29/08/2020,DZ,Algeria,AFRO,350.4285714
30/08/2020,DZ,Algeria,AFRO,338.5714286
31/08/2020,DZ,Algeria,AFRO,327
01/09/2020,DZ,Algeria,AFRO,316.8571429
02/09/2020,DZ,Algeria,AFRO,308.4285714
03/09/2020,DZ,Algeria,AFRO,300.7142857
04/09/2020,DZ,Algeria,AFRO,294
05/09/2020,DZ,Algeria,AFRO,288.4285714
06/09/2020,DZ,Algeria,AFRO,282.7142857
07/09/2020,DZ,Algeria,AFRO,276.5714286
08/09/2020,DZ,Algeria,AFRO,270
09/09/2020,DZ,Algeria,AFRO,263.2857143
10/09/2020,DZ,Algeria,AFRO,256.5714286
11/09/2020,DZ,Algeria,AFRO,250
12/09/2020,DZ,Algeria,AFRO,243.7142857
13/09/2020,DZ,Algeria,AFRO,237.2857143
14/09/2020,DZ,Algeria,AFRO,230.8571429
15/09/2020,DZ,Algeria,AFRO,224.5714286
16/09/2020,DZ,Algeria,AFRO,218.1428571
17/09/2020,DZ,Algeria,AFRO,211.4285714
18/09/2020,DZ,Algeria,AFRO,204.8571429
19/09/2020,DZ,Algeria,AFRO,197.8571429
20/09/2020,DZ,Algeria,AFRO,191.5714286
21/09/2020,DZ,Algeria,AFRO,184.4285714
22/09/2020,DZ,Algeria,AFRO,177.2857143
23/09/2020,DZ,Algeria,AFRO,170
24/09/2020,DZ,Algeria,AFRO,164.8571429
25/09/2020,DZ,Algeria,AFRO,161.4285714
26/09/2020,DZ,Algeria,AFRO,158.7142857
27/09/2020,DZ,Algeria,AFRO,156.1428571
28/09/2020,DZ,Algeria,AFRO,154.4285714
29/09/2020,DZ,Algeria,AFRO,152.7142857
30/09/2020,DZ,Algeria,AFRO,151
01/10/2020,DZ,Algeria,AFRO,147.2857143
02/10/2020,DZ,Algeria,AFRO,141.4285714
03/10/2020,DZ,Algeria,AFRO,138.2857143
04/10/2020,DZ,Algeria,AFRO,136.7142857
05/10/2020,DZ,Algeria,AFRO,135
06/10/2020,DZ,Algeria,AFRO,133.7142857
07/10/2020,DZ,Algeria,AFRO,136.4285714
08/10/2020,DZ,Algeria,AFRO,142.8571429
09/10/2020,DZ,Algeria,AFRO,152
10/10/2020,DZ,Algeria,AFRO,159.8571429
11/10/2020,DZ,Algeria,AFRO,170.5714286
12/10/2020,DZ,Algeria,AFRO,180.4285714
13/10/2020,DZ,Algeria,AFRO,190
14/10/2020,DZ,Algeria,AFRO,198.7142857
15/10/2020,DZ,Algeria,AFRO,205.7142857
16/10/2020,DZ,Algeria,AFRO,215.2857143
17/10/2020,DZ,Algeria,AFRO,225.7142857
18/10/2020,DZ,Algeria,AFRO,233.1428571
19/10/2020,DZ,Algeria,AFRO,203.8571429
20/10/2020,DZ,Algeria,AFRO,175.4285714
21/10/2020,DZ,Algeria,AFRO,257.5714286
22/10/2020,DZ,Algeria,AFRO,266.7142857
23/10/2020,DZ,Algeria,AFRO,276.4285714
24/10/2020,DZ,Algeria,AFRO,282.1428571
25/10/2020,DZ,Algeria,AFRO,288.7142857
26/10/2020,DZ,Algeria,AFRO,330.2857143
27/10/2020,DZ,Algeria,AFRO,377.4285714
28/10/2020,DZ,Algeria,AFRO,307.8571429
29/10/2020,DZ,Algeria,AFRO,324.7142857
30/10/2020,DZ,Algeria,AFRO,357.2857143
31/10/2020,DZ,Algeria,AFRO,405.2857143
01/11/2020,DZ,Algeria,AFRO,449.8571429
02/11/2020,DZ,Algeria,AFRO,491.2857143
03/11/2020,DZ,Algeria,AFRO,539.8571429
04/11/2020,DZ,Algeria,AFRO,588.4285714
05/11/2020,DZ,Algeria,AFRO,638.1428571
06/11/2020,DZ,Algeria,AFRO,675.7142857
07/11/2020,DZ,Algeria,AFRO,705.5714286
08/11/2020,DZ,Algeria,AFRO,739.2857143
09/11/2020,DZ,Algeria,AFRO,776.8571429
10/11/2020,DZ,Algeria,AFRO,804
11/11/2020,DZ,Algeria,AFRO,842.2857143
12/11/2020,DZ,Algeria,AFRO,877.8571429
13/11/2020,DZ,Algeria,AFRO,910.2857143
14/11/2020,DZ,Algeria,AFRO,934.8571429
15/11/2020,DZ,Algeria,AFRO,968.5714286
16/11/2020,DZ,Algeria,AFRO,993.5714286
17/11/2020,DZ,Algeria,AFRO,1026.142857
18/11/2020,DZ,Algeria,AFRO,1039.714286
19/11/2020,DZ,Algeria,AFRO,1058.428571
20/11/2020,DZ,Algeria,AFRO,1056.571429
21/11/2020,DZ,Algeria,AFRO,1065.428571
22/11/2020,DZ,Algeria,AFRO,1059
23/11/2020,DZ,Algeria,AFRO,1062.571429
24/11/2020,DZ,Algeria,AFRO,1051.285714
25/11/2020,DZ,Algeria,AFRO,1047.428571
26/11/2020,DZ,Algeria,AFRO,1021.714286
27/11/2020,DZ,Algeria,AFRO,1008.428571
28/11/2020,DZ,Algeria,AFRO,973.8571429
29/11/2020,DZ,Algeria,AFRO,937.4285714
30/11/2020,DZ,Algeria,AFRO,898.5714286
01/12/2020,DZ,Algeria,AFRO,861.5714286
02/12/2020,DZ,Algeria,AFRO,803.7142857
03/12/2020,DZ,Algeria,AFRO,752
04/12/2020,DZ,Algeria,AFRO,704.2857143
05/12/2020,DZ,Algeria,AFRO,664.5714286
06/12/2020,DZ,Algeria,AFRO,627.2857143
07/12/2020,DZ,Algeria,AFRO,590.8571429
08/12/2020,DZ,Algeria,AFRO,550
09/12/2020,DZ,Algeria,AFRO,538.8571429
10/12/2020,DZ,Algeria,AFRO,521.2857143
11/12/2020,DZ,Algeria,AFRO,499
12/12/2020,DZ,Algeria,AFRO,479.1428571
13/12/2020,DZ,Algeria,AFRO,464.2857143
14/12/2020,DZ,Algeria,AFRO,449
15/12/2020,DZ,Algeria,AFRO,443
16/12/2020,DZ,Algeria,AFRO,437.4285714
17/12/2020,DZ,Algeria,AFRO,429.1428571
18/12/2020,DZ,Algeria,AFRO,434.5714286
19/12/2020,DZ,Algeria,AFRO,439.1428571
20/12/2020,DZ,Algeria,AFRO,438.5714286
21/12/2020,DZ,Algeria,AFRO,439.4285714
22/12/2020,DZ,Algeria,AFRO,435.1428571
23/12/2020,DZ,Algeria,AFRO,370
24/12/2020,DZ,Algeria,AFRO,362.4285714
25/12/2020,DZ,Algeria,AFRO,394.5714286
26/12/2020,DZ,Algeria,AFRO,371.8571429
27/12/2020,DZ,Algeria,AFRO,350.8571429
28/12/2020,DZ,Algeria,AFRO,328.8571429
29/12/2020,DZ,Algeria,AFRO,308.4285714
30/12/2020,DZ,Algeria,AFRO,342.2857143
31/12/2020,DZ,Algeria,AFRO,323.8571429
01/01/2021,DZ,Algeria,AFRO,258.4285714
02/01/2021,DZ,Algeria,AFRO,253.1428571
03/01/2021,DZ,Algeria,AFRO,251.4285714
04/01/2021,DZ,Algeria,AFRO,250.5714286
05/01/2021,DZ,Algeria,AFRO,248
06/01/2021,DZ,Algeria,AFRO,246.2857143
07/01/2021,DZ,Algeria,AFRO,252.5714286
08/01/2021,DZ,Algeria,AFRO,248.5714286
09/01/2021,DZ,Algeria,AFRO,249.2857143
10/01/2021,DZ,Algeria,AFRO,246.2857143
11/01/2021,DZ,Algeria,AFRO,242.5714286
12/01/2021,DZ,Algeria,AFRO,241.2857143
13/01/2021,DZ,Algeria,AFRO,246.1428571
14/01/2021,DZ,Algeria,AFRO,242.8571429
15/01/2021,DZ,Algeria,AFRO,249.4285714
16/01/2021,DZ,Algeria,AFRO,246.4285714
17/01/2021,DZ,Algeria,AFRO,249
18/01/2021,DZ,Algeria,AFRO,251.1428571
19/01/2021,DZ,Algeria,AFRO,251.8571429
20/01/2021,DZ,Algeria,AFRO,251.7142857
21/01/2021,DZ,Algeria,AFRO,250.8571429
22/01/2021,DZ,Algeria,AFRO,250.4285714
23/01/2021,DZ,Algeria,AFRO,251.1428571
24/01/2021,DZ,Algeria,AFRO,251.8571429
25/01/2021,DZ,Algeria,AFRO,250.4285714
26/01/2021,DZ,Algeria,AFRO,249
27/01/2021,DZ,Algeria,AFRO,246.2857143
28/01/2021,DZ,Algeria,AFRO,249.1428571
29/01/2021,DZ,Algeria,AFRO,251
30/01/2021,DZ,Algeria,AFRO,253
31/01/2021,DZ,Algeria,AFRO,248.8571429
01/02/2021,DZ,Algeria,AFRO,247.1428571
02/02/2021,DZ,Algeria,AFRO,249.8571429
03/02/2021,DZ,Algeria,AFRO,247.8571429
04/02/2021,DZ,Algeria,AFRO,245.4285714
05/02/2021,DZ,Algeria,AFRO,238
06/02/2021,DZ,Algeria,AFRO,238.2857143
07/02/2021,DZ,Algeria,AFRO,239.1428571
08/02/2021,DZ,Algeria,AFRO,237.2857143
09/02/2021,DZ,Algeria,AFRO,231.8571429
10/02/2021,DZ,Algeria,AFRO,225.8571429
11/02/2021,DZ,Algeria,AFRO,215.7142857
12/02/2021,DZ,Algeria,AFRO,209.2857143
13/02/2021,DZ,Algeria,AFRO,195.5714286
14/02/2021,DZ,Algeria,AFRO,185.2857143
15/02/2021,DZ,Algeria,AFRO,178.7142857
16/02/2021,DZ,Algeria,AFRO,172.2857143
17/02/2021,DZ,Algeria,AFRO,171.4285714
18/02/2021,DZ,Algeria,AFRO,172.8571429
19/02/2021,DZ,Algeria,AFRO,173.4285714
20/02/2021,DZ,Algeria,AFRO,172
21/02/2021,DZ,Algeria,AFRO,172.1428571
22/02/2021,DZ,Algeria,AFRO,170.8571429
23/02/2021,DZ,Algeria,AFRO,167.8571429
24/02/2021,DZ,Algeria,AFRO,165.8571429
25/02/2021,DZ,Algeria,AFRO,164.4285714
26/02/2021,DZ,Algeria,AFRO,161.7142857
27/02/2021,DZ,Algeria,AFRO,162.7142857
28/02/2021,DZ,Algeria,AFRO,163.2857143
01/03/2021,DZ,Algeria,AFRO,163.4285714
02/03/2021,DZ,Algeria,AFRO,163.1428571
03/03/2021,DZ,Algeria,AFRO,161
04/03/2021,DZ,Algeria,AFRO,159
05/03/2021,DZ,Algeria,AFRO,155.4285714
06/03/2021,DZ,Algeria,AFRO,155.7142857
07/03/2021,DZ,Algeria,AFRO,151.4285714
08/03/2021,DZ,Algeria,AFRO,148.4285714
09/03/2021,DZ,Algeria,AFRO,147.2857143
10/03/2021,DZ,Algeria,AFRO,146.8571429
11/03/2021,DZ,Algeria,AFRO,142.4285714
12/03/2021,DZ,Algeria,AFRO,143.8571429
13/03/2021,DZ,Algeria,AFRO,141.5714286
14/03/2021,DZ,Algeria,AFRO,137.4285714
15/03/2021,DZ,Algeria,AFRO,131.8571429
16/03/2021,DZ,Algeria,AFRO,127.4285714
17/03/2021,DZ,Algeria,AFRO,120.7142857
18/03/2021,DZ,Algeria,AFRO,115.5714286
19/03/2021,DZ,Algeria,AFRO,107.1428571
20/03/2021,DZ,Algeria,AFRO,100.1428571
21/03/2021,DZ,Algeria,AFRO,98.14285714
22/03/2021,DZ,Algeria,AFRO,97.71428571
23/03/2021,DZ,Algeria,AFRO,97
24/03/2021,DZ,Algeria,AFRO,98.71428571
25/03/2021,DZ,Algeria,AFRO,101.7142857
26/03/2021,DZ,Algeria,AFRO,107.7142857
27/03/2021,DZ,Algeria,AFRO,108.7142857
28/03/2021,DZ,Algeria,AFRO,110.2857143
29/03/2021,DZ,Algeria,AFRO,110.5714286
30/03/2021,DZ,Algeria,AFRO,112.2857143
31/03/2021,DZ,Algeria,AFRO,113.2857143
01/04/2021,DZ,Algeria,AFRO,116.8571429
02/04/2021,DZ,Algeria,AFRO,116
03/04/2021,DZ,Algeria,AFRO,116
04/04/2021,DZ,Algeria,AFRO,117.4285714
05/04/2021,DZ,Algeria,AFRO,122
06/04/2021,DZ,Algeria,AFRO,127.7142857
07/04/2021,DZ,Algeria,AFRO,129.4285714
08/04/2021,DZ,Algeria,AFRO,131.4285714
09/04/2021,DZ,Algeria,AFRO,138.7142857
10/04/2021,DZ,Algeria,AFRO,146.5714286
11/04/2021,DZ,Algeria,AFRO,153.1428571
12/04/2021,DZ,Algeria,AFRO,158.2857143
13/04/2021,DZ,Algeria,AFRO,160.8571429
14/04/2021,DZ,Algeria,AFRO,165.7142857
15/04/2021,DZ,Algeria,AFRO,170.4285714
16/04/2021,DZ,Algeria,AFRO,171.2857143
17/04/2021,DZ,Algeria,AFRO,174.4285714
18/04/2021,DZ,Algeria,AFRO,177
19/04/2021,DZ,Algeria,AFRO,178.5714286
20/04/2021,DZ,Algeria,AFRO,182.8571429
21/04/2021,DZ,Algeria,AFRO,186.7142857
22/04/2021,DZ,Algeria,AFRO,193.1428571
23/04/2021,DZ,Algeria,AFRO,200.8571429
24/04/2021,DZ,Algeria,AFRO,214.7142857
25/04/2021,DZ,Algeria,AFRO,220.8571429
26/04/2021,DZ,Algeria,AFRO,225
27/04/2021,DZ,Algeria,AFRO,228.5714286
28/04/2021,DZ,Algeria,AFRO,229.2857143
29/04/2021,DZ,Algeria,AFRO,236.4285714
30/04/2021,DZ,Algeria,AFRO,241.7142857
01/05/2021,DZ,Algeria,AFRO,229.5714286
02/05/2021,DZ,Algeria,AFRO,226.2857143
03/05/2021,DZ,Algeria,AFRO,227
04/05/2021,DZ,Algeria,AFRO,226
05/05/2021,DZ,Algeria,AFRO,224.4285714
06/05/2021,DZ,Algeria,AFRO,212
07/05/2021,DZ,Algeria,AFRO,201.4285714
08/05/2021,DZ,Algeria,AFRO,202.2857143
09/05/2021,DZ,Algeria,AFRO,195.2857143
10/05/2021,DZ,Algeria,AFRO,184.8571429
11/05/2021,DZ,Algeria,AFRO,172.4285714
12/05/2021,DZ,Algeria,AFRO,171
13/05/2021,DZ,Algeria,AFRO,172.8571429
14/05/2021,DZ,Algeria,AFRO,173.4285714
15/05/2021,DZ,Algeria,AFRO,181
16/05/2021,DZ,Algeria,AFRO,196.4285714
17/05/2021,DZ,Algeria,AFRO,208.1428571
18/05/2021,DZ,Algeria,AFRO,221.2857143
19/05/2021,DZ,Algeria,AFRO,231.7142857
20/05/2021,DZ,Algeria,AFRO,238.2857143
21/05/2021,DZ,Algeria,AFRO,250
22/05/2021,DZ,Algeria,AFRO,252.8571429
23/05/2021,DZ,Algeria,AFRO,252
24/05/2021,DZ,Algeria,AFRO,257.8571429
25/05/2021,DZ,Algeria,AFRO,266.4285714
26/05/2021,DZ,Algeria,AFRO,272.2857143
27/05/2021,DZ,Algeria,AFRO,279.5714286
28/05/2021,DZ,Algeria,AFRO,284.8571429
29/05/2021,DZ,Algeria,AFRO,292.8571429
30/05/2021,DZ,Algeria,AFRO,309
31/05/2021,DZ,Algeria,AFRO,317.8571429
01/06/2021,DZ,Algeria,AFRO,319
02/06/2021,DZ,Algeria,AFRO,324.2857143
03/06/2021,DZ,Algeria,AFRO,332.7142857
04/06/2021,DZ,Algeria,AFRO,342
05/06/2021,DZ,Algeria,AFRO,339.8571429
06/06/2021,DZ,Algeria,AFRO,338
07/06/2021,DZ,Algeria,AFRO,341.2857143
08/06/2021,DZ,Algeria,AFRO,347.1428571
09/06/2021,DZ,Algeria,AFRO,351.2857143
10/06/2021,DZ,Algeria,AFRO,352.5714286
11/06/2021,DZ,Algeria,AFRO,346.2857143
12/06/2021,DZ,Algeria,AFRO,355
13/06/2021,DZ,Algeria,AFRO,356
14/06/2021,DZ,Algeria,AFRO,359.4285714
15/06/2021,DZ,Algeria,AFRO,362.8571429
16/06/2021,DZ,Algeria,AFRO,364.5714286
17/06/2021,DZ,Algeria,AFRO,366.2857143
18/06/2021,DZ,Algeria,AFRO,370.1428571
19/06/2021,DZ,Algeria,AFRO,366.1428571
